country,year,value
PY,2006,13429430050.261
PY,2005,10737500188.1123
PY,2004,9624440836.29309
PY,2003,7691367471.17992
PY,2002,7196260656.84556
PY,2001,8495806432.18467
PY,2000,8855705139.55857
PY,1999,8837070235.51892
PY,1998,9260481572.42462
PY,1997,9965225678.05093
PY,1996,9788391780.52421
PY,1995,9062131475.02318
PY,1994,7870982004.8195
PY,1993,7249533620.30614
PY,1992,7157424031.06045
PY,1991,6984367762.90371
PY,1990,5812114523.01187
PY,1989,4757732199.96213
PY,1988,4255683528.33333
PY,1987,3971044723.8024
PY,1986,3723993942.79088
PY,1985,3282449235.76129
PY,1984,4502462807.13993
PY,1983,5673248726.16438
PY,1982,5419411764.70588
PY,1981,5624515873.01587
PY,1980,4448087301.5873
PY,1979,3416777777.77778
PY,1978,2559857142.85714
PY,1977,2092158730.15873
PY,1976,1698960317.46032
PY,1975,1511420634.92063
PY,1974,1333475396.8254
PY,1973,995531746.031746
PY,1972,769039682.539683
PY,1971,664571428.571429
PY,1970,594611111.111111
PY,1969,556293650.793651
PY,1968,517650793.650794
PY,1967,492674603.174603
PY,1966,465888888.888889
PY,1965,443587301.587302
PY,1964,408349206.349206
PY,1963,383904761.904762
PY,1962,360698412.698413
PY,1961,322053713.15873
PY,1960,288884368.016934
SV,2024,35364960000.0
SV,2023,33853940000.0
SV,2022,31870120000.0
SV,2021,29043140000.0
SV,2020,24921190000.0
SV,2019,26881140000.0
SV,2018,26020850000.0
SV,2017,24979190000.0
SV,2016,24191430000.0
SV,2015,23438240000.0
SV,2014,22593470000.0
SV,2013,21990960000.0
SV,2012,21386150000.0
SV,2011,20283780000.0
SV,2010,18447920000.0
SV,2009,17601620000.0
SV,2008,17986890000.0
SV,2007,17011750000.0
SV,2006,15999890000.0
SV,2005,14698000000.0
SV,2004,13724810900.0
SV,2003,13243892200.0
SV,2002,12664190300.0
SV,2001,12282533600.0
SV,2000,11784927700.0
SV,1999,11284197000.0
SV,1998,10936669900.0
SV,1997,10221705900.0
SV,1996,9586327800.0
SV,1995,8921947100.0
SV,1994,7679384000.0
SV,1993,6680269200.0
SV,1992,5813399300.0
SV,1991,5252342400.0
SV,1990,4817542204.0
SV,1989,4372215300.0
SV,1988,4189880000.0
SV,1987,3958045800.0
SV,1986,3771663200.0
SV,1985,3800368600.0
SV,1984,3661683400.0
SV,1983,3506347800.0
SV,1982,3399189100.0
SV,1981,3437200200.0
SV,1980,3573959900.0
SV,1979,3463639900.0
SV,1978,3127960000.0
SV,1977,2941640100.0
SV,1976,2328280100.0
SV,1975,1884120100.0
SV,1974,1665880000.0
SV,1973,1442320000.0
SV,1972,1263720000.0
SV,1971,1186120000.0
SV,1970,1132920000.0
SV,1969,1049400000.0
SV,1968,1009760100.0
SV,1967,976200000.0
SV,1966,929520000.0
SV,1965,877720000.0
UY,2024,80961511073.5797
UY,2023,77991666837.7382
UY,2022,70594110920.0358
UY,2021,60739084240.8633
UY,2020,53559359261.826
UY,2019,62222313618.8454
UY,2018,65344577415.7535
UY,2017,65005997963.4822
UY,2016,57480787465.2716
UY,2015,57680327998.6689
UY,2014,61496186973.902
UY,2013,61337621933.7857
UY,2012,54232266358.7811
UY,2011,50342406067.0777
UY,2010,41950361211.9581
UY,2009,32708319077.5179
UY,2008,31119602538.8322
UY,2007,23797773024.3992
UY,2006,19741420739.8901
UY,2005,17362857683.8545
UY,2004,13686329890.1191
UY,2003,12045638351.8507
UY,2002,13606515722.5864
UY,2001,20898761742.2386
UY,2000,22823270892.1094
UY,1999,23983945190.6202
UY,1998,25385886977.5228
UY,1997,23969739233.8966
UY,1996,20515458113.5857
UY,1995,19297663096.5506
UY,1994,17474588895.8918
UY,1993,15002136971.1745
UY,1992,12878148790.7348
UY,1991,11206176650.9075
UY,1990,9298807850.29979
UY,1989,8438951476.06644
UY,1988,8213538368.84635
UY,1987,7367494080.40014
UY,1986,5880112788.40947
UY,1985,4732017873.38369
UY,1984,4850238549.61832
UY,1983,5102276308.45313
UY,1982,9178780076.99713
UY,1981,11048301420.6301
UY,1980,10163020115.7344
UY,1979,7181182224.11227
UY,1978,4910254565.57831
UY,1977,4114670014.3472
UY,1976,3667161241.48372
UY,1975,3538278046.96236
UY,1974,4090209681.97172
UY,1973,3964296443.35254
UY,1972,2189418688.80408
UY,1971,2807258064.51613
UY,1970,2137096774.19355
UY,1969,2004435483.87097
UY,1968,1593674184.56285
UY,1967,1597713469.09611
UY,1966,1809185093.55188
UY,1965,1890767155.52622
UY,1964,1975701816.46615
UY,1963,1539681490.78174
UY,1962,1710004407.22785
UY,1961,1547388781.43133
UY,1960,1242289239.20493
VE,2024,119802963257.783
VE,2023,102376526555.948
VE,2022,89013255584.7499
VE,2021,56614976854.5499
VE,2020,42838020721.1995
VE,2019,73014084091.3
VE,2018,102021093964.682
VE,2017,115883275162.586
VE,2016,112915034262.314
VE,2015,125449241571.391
VE,2014,214689614732.719
VE,2013,258930655486.37
VE,2012,372592062768.06
VE,2011,316482190800.364
VE,2010,393192354510.653
VE,2009,329787628928.472
VE,2008,315953388510.678
VE,2007,230364012575.687
VE,2006,183477522123.894
VE,2005,145513489651.872
VE,2004,112451400424.964
VE,2003,83620628582.1082
VE,2002,92893587733.6549
VE,2001,122911036746.729
VE,2000,117146466002.661
VE,1999,97972842461.5131
VE,1998,91336763255.0597
VE,1997,85837678559.8324
VE,1996,70543211119.099
VE,1995,77389487770.0883
VE,1994,58418666666.6667
VE,1993,60037460783.1941
VE,1992,60416519620.0849
VE,1991,53453444786.6256
VE,1990,48606952194.7752
VE,1989,43536709104.0115
VE,1988,60226413793.1035
VE,1987,48029034482.7586
VE,1986,60516123711.3402
VE,1985,61965466666.6667
VE,1984,59867743467.9335
VE,1983,67556279069.7674
VE,1982,67736744186.0465
VE,1981,66327441860.4651
VE,1980,59116511627.907
VE,1979,48310930232.5581
VE,1978,39316279069.7674
VE,1977,36210697674.4186
VE,1976,31419534883.7209
VE,1975,27464651162.7907
VE,1974,26100930232.5581
VE,1973,17035581395.3488
VE,1972,13977727272.7273
VE,1971,12986590909.0909
VE,1970,11561111111.1111
VE,1969,10285111111.1111
VE,1968,10034444444.4444
VE,1967,9250000000.0
VE,1966,8781333333.33333
VE,1965,8427777777.77778
VE,1964,8192413793.10345
VE,1963,9608717288.17057
VE,1962,8814309884.21165
VE,1961,8067267030.61862
VE,1960,7663938303.07171
